   SW   perc perc perc  query     position in query              matching   repeat        position in repeat
score   div. del. ins.  sequence  begin    end          (left)   repeat     class/family begin  end    (left)    ID
  391   17.1  1.2  0.0  seq_file  13450395 13450476  (1621947) + repeat67   Unspecified      1     83    (1) 15732 *
  411   16.4  0.0  0.0  seq_file  13450398 13450470  (1621953) + repeat428  Unspecified      2     74    (8) 15733 *
  420   18.5  0.0  0.0  seq_file  13450410 13450490  (1621933) + repeat428  Unspecified      2     82    (0) 15734  
 1892    0.5  0.0  0.0  seq_file  13455964 13456173  (1616250) C repeat5895 Unspecified    (0)    210      1 15735 *
 2014    0.0  0.0  0.0  seq_file  13456049 13456275  (1616148) + repeat5891 Unspecified      1    227    (0) 15736 *
 2325    0.8  0.0  0.0  seq_file  13456168 13456430  (1615993) C repeat5894 Unspecified    (0)    609    347 15737 *
 4865    0.0  0.0  0.0  seq_file  13456272 13456803  (1615620) + repeat5892 Unspecified      1    532    (0) 15738  
 6248    0.0  0.0  0.0  seq_file  13456805 13457486  (1614937) + repeat5893 Unspecified      1    682    (0) 15739  
 5552    0.0  0.0  0.0  seq_file  13457488 13458096  (1614327) + repeat5894 Unspecified      1    609    (0) 15740  
 1955    0.4  0.4  0.0  seq_file  13457989 13458214  (1614209) C repeat5891 Unspecified    (0)    227      1 15741 *
 1907    0.0  0.0  0.0  seq_file  13458090 13458299  (1614124) + repeat5895 Unspecified      1    210    (0) 15742 *
  244    3.3  0.0  0.0  seq_file  13462766 13462795  (1609628) + repeat3273 Unspecified      1     30    (3) 15743  
  262   11.4  2.3  0.0  seq_file  13485202 13485245  (1587178) + repeat93   Unspecified      3     47    (0) 15744 *
  270    3.2  0.0  0.0  seq_file  13485217 13485247  (1587176) C repeat2544 Unspecified    (1)     31      1 15745 *
  340    2.6  0.0  0.0  seq_file  13485221 13485259  (1587164) C repeat2371 Unspecified    (0)     42      4 15746  
  328    8.9  0.0  0.0  seq_file  13486811 13486855  (1585568) + repeat3558 Unspecified      1     45    (2) 15747  
  260    3.2  0.0  0.0  seq_file  13486829 13486859  (1585564) C repeat2544 Unspecified    (1)     31      1 15748 *
  328    7.1  0.0  0.0  seq_file  13486833 13486874  (1585549) C repeat2371 Unspecified    (0)     42      1 15749 *
  403    9.8  0.0  0.0  seq_file  13486842 13486902  (1585521) C repeat3578 Unspecified    (0)     63      3 15750  
  225    7.7  0.0  0.0  seq_file  13486888 13486926  (1585497) C repeat6458 Unspecified    (2)     39      1 15751 *
  229    7.9  0.0  0.0  seq_file  13486893 13486930  (1585493) C repeat4845 Unspecified    (1)     38      1 15752  
  349    8.5  0.0  0.0  seq_file  13496974 13497020  (1575403) + repeat3558 Unspecified      1     47    (0) 15753  
  329    0.0  0.0  0.0  seq_file  13496998 13497033  (1575390) + repeat3559 Unspecified      1     36    (0) 15754 *
  378    2.3  0.0  0.0  seq_file  13497034 13497077  (1575346) + repeat5533 Unspecified      1     44    (0) 15755  
  370   11.8  1.4  1.4  seq_file  13497039 13497107  (1575316) + repeat5274 Unspecified      1     69    (0) 15756 *
  261   11.1  0.0 14.6  seq_file  13497056 13497118  (1575305) C repeat1827 Unspecified    (3)     55      1 15757 *
  443    0.0  0.0  0.0  seq_file  13497060 13497108  (1575315) + repeat5277 Unspecified      1     49    (0) 15758  
  252   11.4  2.3  0.0  seq_file  13497080 13497123  (1575300) + repeat6893 Unspecified      1     45    (0) 15759 *
  316    0.0  0.0  0.0  seq_file  13497083 13497117  (1575306) + repeat5278 Unspecified      1     35    (0) 15760  
  268    8.6  0.0  6.4  seq_file  13497089 13497138  (1575285) + repeat5909 Unspecified      1     47    (0) 15761 *
  309    0.0  0.0  0.0  seq_file  13497090 13497123  (1575300) + repeat6896 Unspecified      1     34    (0) 15762 *
  348   11.3  0.0  3.8  seq_file  13497100 13497154  (1575269) C repeat1827 Unspecified    (5)     53      1 15763 *
  350    0.0  0.0  0.0  seq_file  13497125 13497163  (1575260) C repeat3537 Unspecified    (1)     39      1 15764  
  308    0.0  0.0  0.0  seq_file  13497138 13497171  (1575252) + repeat5280 Unspecified      1     34    (0) 15765 *
  368    0.0  0.0  0.0  seq_file  13497143 13497186  (1575237) + repeat5902 Unspecified      1     44    (0) 15766 *
  374    7.3  0.0  1.8  seq_file  13497152 13497207  (1575216) + repeat5544 Unspecified      1     55    (0) 15767 *
  444    0.0  0.0  0.0  seq_file  13497158 13497208  (1575215) + repeat7306 Unspecified      1     51    (0) 15768  
  237    8.8  0.0  0.0  seq_file  13497185 13497218  (1575205) + repeat5545 Unspecified      1     34    (0) 15769 *
  296    7.1  0.0  0.0  seq_file  13497192 13497233  (1575190) + repeat4691 Unspecified      2     43    (0) 15770  
  256    8.3  0.0  0.0  seq_file  13497207 13497242  (1575181) + repeat7357 Unspecified      1     36    (0) 15771 *
  423   11.3  0.0  0.0  seq_file  13497214 13497275  (1575148) + repeat5750 Unspecified      1     62    (0) 15772  
  359   13.6  0.0  0.0  seq_file  13497255 13497313  (1575110) + repeat5868 Unspecified      1     59    (0) 15773 *
  266    5.3  0.0  0.0  seq_file  13497288 13497325  (1575098) + repeat5752 Unspecified      1     38    (0) 15774 *
  433    0.0  0.0  0.0  seq_file  13497292 13497344  (1575079) + repeat5905 Unspecified      1     53    (0) 15775 *
  480    0.0  0.0  0.0  seq_file  13497316 13497370  (1575053) + repeat6904 Unspecified      1     55    (0) 15776  
  293    0.0  0.0  0.0  seq_file  13497342 13497374  (1575049) + repeat5906 Unspecified      1     33    (0) 15777 *
  324    0.0  0.0  0.0  seq_file  13497346 13497381  (1575042) + repeat5871 Unspecified      1     36    (0) 15778 *
  359   14.7  1.4  1.4  seq_file  13497353 13497421  (1575002) + repeat5274 Unspecified      1     69    (0) 15779  
  310    5.7  1.6 16.4  seq_file  13497370 13497432  (1574991) C repeat1827 Unspecified    (3)     55      1 15780 *
  247   17.6  4.3  2.8  seq_file  13497381 13497450  (1574973) C repeat1826 Unspecified    (0)     71      1 15781 *
  339    0.0  0.0  0.0  seq_file  13497389 13497426  (1574997) C repeat4216 Unspecified    (0)     38      1 15782  
  316    0.0  0.0  0.0  seq_file  13497398 13497432  (1574991) + repeat7243 Unspecified      1     35    (0) 15783 *
  431    0.0  0.0  0.0  seq_file  13497404 13497450  (1574973) + repeat5909 Unspecified      1     47    (0) 15784  
  258    2.7  0.0 18.4  seq_file  13497415 13497459  (1574964) + repeat5861 Unspecified      1     38    (0) 15785 *
  304    0.0  0.0  0.0  seq_file  13497426 13497459  (1574964) + repeat7307 Unspecified      1     34    (0) 15786  
  274    0.0  0.0  5.6  seq_file  13497433 13497470  (1574953) C repeat5856 Unspecified    (2)     36      1 15787 *
  304    0.0  0.0  0.0  seq_file  13497436 13497469  (1574954) + repeat5874 Unspecified      1     34    (0) 15788  
  287    0.0  0.0  0.0  seq_file  13497442 13497474  (1574949) + repeat5875 Unspecified      1     33    (0) 15789 *
  269   17.9  0.0  0.0  seq_file  13498213 13498279  (1574144) + repeat4892 Unspecified      1     67   (14) 15790  
  265   22.2  0.0  0.0  seq_file  13498395 13498466  (1573957) + repeat4892 Unspecified      1     72    (9) 15791  
  264   23.4  0.0  0.0  seq_file  13498744 13498807  (1573616) + repeat4892 Unspecified      5     68   (13) 15792  
  325    0.0  0.0  0.0  seq_file  13508437 13508474  (1563949) + repeat5913 Unspecified      1     38    (0) 15793  
  321    0.0  0.0  0.0  seq_file  13519483 13519518  (1552905) + repeat5915 Unspecified      1     36    (0) 15794  
  300    0.0  0.0  0.0  seq_file  13519529 13519561  (1552862) + repeat6595 Unspecified      1     33    (0) 15795  
  360    4.0  0.0  0.0  seq_file  13522187 13522236  (1550187) + repeat4410 Unspecified      1     50    (0) 15796  
  517    6.2  0.0  0.0  seq_file  13522238 13522301  (1550122) + repeat4411 Unspecified      1     64    (0) 15797  
  320    0.0  0.0  0.0  seq_file  13522331 13522365  (1550058) + repeat4412 Unspecified      1     35    (0) 15798 *
  382    0.0  0.0  0.0  seq_file  13522337 13522378  (1550045) + repeat5917 Unspecified      1     42    (0) 15799 *
  508    6.1  0.0  0.0  seq_file  13522367 13522432  (1549991) + repeat4413 Unspecified      1     66    (0) 15800  
  317    0.0  0.0  0.0  seq_file  13522404 13522439  (1549984) + repeat5918 Unspecified      1     36    (0) 15801 *
  742   11.2  0.0  0.0  seq_file  13522411 13522517  (1549906) + repeat7308 Unspecified      1    107    (0) 15802  
  345    0.0  0.0  0.0  seq_file  13522496 13522535  (1549888) + repeat5919 Unspecified      1     40    (0) 15803 *
  423    0.0  0.0  0.0  seq_file  13522538 13522588  (1549835) + repeat5921 Unspecified      1     51    (0) 15804 *
  542    0.0  0.0  0.0  seq_file  13522571 13522631  (1549792) + repeat5922 Unspecified      1     61    (0) 15805  
  302    0.0  0.0  0.0  seq_file  13522605 13522637  (1549786) + repeat5923 Unspecified      1     33    (0) 15806 *
  303    0.0  0.0  0.0  seq_file  13522639 13522672  (1549751) + repeat5924 Unspecified      1     34    (0) 15807 *
  345    2.5  0.0  0.0  seq_file  13522659 13522698  (1549725) + repeat4416 Unspecified      1     40    (0) 15808  
  331   27.7  0.9  0.9  seq_file  13522722 13522834  (1549589) + repeat3839 Unspecified    105    217  (113) 15809 *
  548   11.7  0.0  0.0  seq_file  13522817 13522893  (1549530) + repeat4419 Unspecified      2     78    (0) 15810  
  316    9.5  0.0  0.0  seq_file  13522897 13522938  (1549485) + repeat4420 Unspecified      3     44    (0) 15811  
 1493   10.5  0.0  0.0  seq_file  13522940 13523148  (1549275) + repeat4421 Unspecified      1    209    (0) 15812  
  365   17.2  0.0  0.0  seq_file  13528501 13528564  (1543859) + repeat428  Unspecified      4     67   (15) 15813  
  347   23.8  0.0  0.0  seq_file  13530488 13530567  (1541856) + repeat428  Unspecified      3     82    (0) 15814  
  317   20.6  0.0  7.2  seq_file  13530496 13530584  (1541839) + repeat67   Unspecified      2     84    (0) 15815 *
  330   18.7  0.0 14.6  seq_file  13530510 13530603  (1541820) + repeat428  Unspecified      1     82    (0) 15816 *
  457   17.9  0.0  0.0  seq_file  13530537 13530620  (1541803) + repeat67   Unspecified      1     84    (0) 15817  
  448   18.5  0.0  0.0  seq_file  13530559 13530639  (1541784) + repeat428  Unspecified      2     82    (0) 15818 *
  418   20.7  0.0  0.0  seq_file  13530567 13530648  (1541775) + repeat67   Unspecified      1     82    (2) 15819 *
  392   11.0  0.0  4.7  seq_file  13530831 13530897  (1541526) C repeat5517 Unspecified    (0)     64      1 15820 *
  664   13.8  0.0  3.7  seq_file  13530857 13530969  (1541454) + repeat5514 Unspecified      1    109    (8) 15821  
  645   13.9  0.0  3.7  seq_file  13531047 13531158  (1541265) C repeat5514 Unspecified    (9)    108      1 15822  
  345   18.8  0.0  4.7  seq_file  13531118 13531184  (1541239) + repeat5517 Unspecified      1     64    (0) 15823 *
  357    9.8  0.0  0.0  seq_file  13531119 13531169  (1541254) C repeat2169 Unspecified    (0)     51      1 15824  
  384    2.1  0.0  0.0  seq_file  13532404 13532450  (1539973) + repeat3659 Unspecified      1     47    (0) 15825 *
  490    0.0  0.0  0.0  seq_file  13532425 13532478  (1539945) C repeat5958 Unspecified    (0)     54      1 15826 *
  702    0.0  0.0  0.0  seq_file  13532433 13532513  (1539910) + repeat5932 Unspecified      1     81    (0) 15827  
  298    0.0  0.0  0.0  seq_file  13532489 13532526  (1539897) C repeat4563 Unspecified    (0)     38      1 15828 *
  460    0.0  0.0  0.0  seq_file  13532503 13532557  (1539866) + repeat5935 Unspecified      1     55    (0) 15829 *
  539    0.0  0.0  0.0  seq_file  13532536 13532595  (1539828) C repeat5955 Unspecified    (0)     60      1 15830  
  349    2.2  0.0  0.0  seq_file  13532581 13532625  (1539798) + repeat4560 Unspecified      1     45    (0) 15831 *
  485    0.0  0.0  0.0  seq_file  13532600 13532655  (1539768) + repeat5938 Unspecified      1     56    (0) 15832  
  446    0.0  0.0  0.0  seq_file  13532628 13532686  (1539737) C repeat5951 Unspecified    (0)     59      1 15833 *
 1008    0.0  0.0  0.0  seq_file  13532695 13532813  (1539610) + repeat5941 Unspecified      1    119    (0) 15834  
  231    0.0  0.0  0.0  seq_file  13532797 13532824  (1539599) C repeat5948 Unspecified    (0)    105     78 15835 *
 1016    0.0  0.0  0.0  seq_file  13532841 13532965  (1539458) + repeat5942 Unspecified      1    125    (0) 15836  
  670    0.0  0.0  0.0  seq_file  13533007 13533079  (1539344) + repeat5944 Unspecified      1     73    (0) 15837  
  350    0.0  0.0  0.0  seq_file  13533099 13533141  (1539282) + repeat5945 Unspecified      1     43    (0) 15838  
 2086    0.0  0.0  0.0  seq_file  13533143 13533373  (1539050) + repeat5946 Unspecified      1    231    (0) 15839  
  908    0.0  0.0  0.0  seq_file  13533400 13533504  (1538919) + repeat5948 Unspecified      1    105    (0) 15840 *
  977    0.8  0.0  0.0  seq_file  13533488 13533606  (1538817) C repeat5941 Unspecified    (0)    119      1 15841  
  446    0.0  0.0  0.0  seq_file  13533615 13533673  (1538750) + repeat5951 Unspecified      1     59    (0) 15842 *
  485    0.0  0.0  0.0  seq_file  13533646 13533701  (1538722) C repeat5938 Unspecified    (0)     56      1 15843  
  349    2.2  0.0  0.0  seq_file  13533676 13533720  (1538703) C repeat4560 Unspecified    (0)     45      1 15844 *
  539    0.0  0.0  0.0  seq_file  13533706 13533765  (1538658) + repeat5955 Unspecified      1     60    (0) 15845  
  460    0.0  0.0  0.0  seq_file  13533744 13533798  (1538625) C repeat5935 Unspecified    (0)     55      1 15846 *
  298    0.0  0.0  0.0  seq_file  13533775 13533812  (1538611) + repeat4563 Unspecified      1     38    (0) 15847 *
  676    1.2  0.0  0.0  seq_file  13533788 13533868  (1538555) C repeat5932 Unspecified    (0)     81      1 15848  
  490    0.0  0.0  0.0  seq_file  13533823 13533876  (1538547) + repeat5958 Unspecified      1     54    (0) 15849 *
  384    2.1  0.0  0.0  seq_file  13533851 13533897  (1538526) C repeat3659 Unspecified    (0)     47      1 15850 *
  308   18.3  0.0  0.0  seq_file  13535820 13535890  (1536533) C repeat4892 Unspecified    (9)     72      2 15851  
  306    6.5  0.0  4.3  seq_file  13536506 13536553  (1535870) + repeat2225 Unspecified      1     46    (0) 15852 *
  354    9.8  0.0  0.0  seq_file  13536522 13536572  (1535851) + repeat1872 Unspecified      4     54    (0) 15853  
  299   10.2  0.0 12.0  seq_file  13536533 13536588  (1535835) + repeat7082 Unspecified      1     50    (0) 15854 *
  396    7.7  0.0  0.0  seq_file  13536554 13536605  (1535818) + repeat3412 Unspecified      1     52    (1) 15855 *
  432    7.1  0.0  0.0  seq_file  13536570 13536625  (1535798) + repeat361  Unspecified      4     59    (0) 15856  
  357    6.5  0.0  0.0  seq_file  13536586 13536631  (1535792) + repeat7056 Unspecified      1     46    (0) 15857 *
  397    0.0  0.0  0.0  seq_file  13536592 13536635  (1535788) + repeat5961 Unspecified      1     44    (0) 15858  
  378    6.4  0.0  0.0  seq_file  13536641 13536687  (1535736) + repeat3505 Unspecified      1     47    (2) 15859  
  335    8.9  0.0  0.0  seq_file  13536674 13536718  (1535705) + repeat1877 Unspecified      1     45    (0) 15860 *
  352    2.4  0.0  0.0  seq_file  13536691 13536731  (1535692) + repeat2211 Unspecified      1     41    (0) 15861  
  395    2.2  0.0  0.0  seq_file  13552142 13552186  (1520237) + repeat1363 Unspecified      1     45    (0) 15862 *
  419    2.0  0.0  0.0  seq_file  13552148 13552196  (1520227) C repeat2539 Unspecified    (0)     49      1 15863  
  346   11.7  0.0  0.0  seq_file  13552160 13552219  (1520204) C repeat6179 Unspecified    (1)     60      1 15864 *
  495    1.8  0.0  0.0  seq_file  13552174 13552230  (1520193) C repeat5071 Unspecified    (0)     57      1 15865  
  384   10.2  0.0  0.0  seq_file  13552191 13552249  (1520174) C repeat7002 Unspecified    (0)     59      1 15866 *
  284    6.4  0.0  0.0  seq_file  13552218 13552264  (1520159) + repeat1464 Unspecified      1     47    (0) 15867 *
  391    8.6  2.9  0.0  seq_file  13552233 13552302  (1520121) + repeat2412 Unspecified      1     72    (0) 15868 *
  569    5.1  0.0  0.0  seq_file  13552269 13552346  (1520077) C repeat6859 Unspecified    (0)     78      1 15869  
  429   14.5  0.0  0.0  seq_file  13552309 13552377  (1520046) C repeat6823 Unspecified    (0)     69      1 15870 *
  512    0.0  0.0  0.0  seq_file  13552318 13552375  (1520048) + repeat1101 Unspecified      1     58    (0) 15871  
  416    7.0  0.0  0.0  seq_file  13552330 13552386  (1520037) C repeat5399 Unspecified    (0)     57      1 15872 *
  358   13.6  0.0  0.0  seq_file  13552335 13552393  (1520030) C repeat5686 Unspecified    (0)     59      1 15873 *
  507    0.0  0.0  0.0  seq_file  13552355 13552413  (1520010) + repeat2454 Unspecified      1     59    (0) 15874  
  308    2.6  0.0  0.0  seq_file  13552389 13552426  (1519997) C repeat6817 Unspecified    (0)     38      1 15875 *
  975   10.9  0.0  5.1  seq_file  13552393 13552556  (1519867) C repeat2461 Unspecified    (0)    156      1 15876 *
 1194    4.5  0.0  5.1  seq_file  13552519 13552682  (1519741) + repeat2461 Unspecified      1    156    (0) 15877  
  308    2.6  0.0  0.0  seq_file  13552649 13552686  (1519737) + repeat6817 Unspecified      1     38    (0) 15878 *
  445    5.1  0.0  0.0  seq_file  13552662 13552720  (1519703) C repeat2454 Unspecified    (0)     59      1 15879  
  355   14.0  0.0  0.0  seq_file  13552681 13552737  (1519686) C repeat5389 Unspecified    (0)     57      1 15880 *
  468    3.5  0.0  0.0  seq_file  13552689 13552745  (1519678) + repeat5399 Unspecified      1     57    (0) 15881  
  391   17.4  0.0  0.0  seq_file  13552698 13552766  (1519657) + repeat6823 Unspecified      1     69    (0) 15882 *
  462    5.2  0.0  0.0  seq_file  13552700 13552757  (1519666) C repeat1101 Unspecified    (0)     58      1 15883 *
  495    9.0  0.0  0.0  seq_file  13552729 13552806  (1519617) + repeat6859 Unspecified      1     78    (0) 15884  
  415    7.1  2.9  0.0  seq_file  13552773 13552842  (1519581) C repeat2412 Unspecified    (0)     72      1 15885 *
  323    2.1  0.0  0.0  seq_file  13552811 13552857  (1519566) C repeat1464 Unspecified    (0)     47      1 15886 *
  361   11.9  0.0  0.0  seq_file  13552826 13552884  (1519539) + repeat7002 Unspecified      1     59    (0) 15887 *
  495    1.8  0.0  0.0  seq_file  13552845 13552901  (1519522) + repeat5071 Unspecified      1     57    (0) 15888  
  340   13.3  0.0  0.0  seq_file  13552856 13552915  (1519508) + repeat6179 Unspecified      1     60    (1) 15889 *
  409    4.1  0.0  0.0  seq_file  13552879 13552927  (1519496) + repeat2539 Unspecified      1     49    (0) 15890  
  383    4.4  0.0  0.0  seq_file  13552889 13552933  (1519490) C repeat1363 Unspecified    (0)     45      1 15891 *
  303   12.0  0.0  0.0  seq_file  13554658 13554707  (1517716) C repeat3062 Unspecified    (0)     50      1 15892 *
  443    3.5  0.0  0.0  seq_file  13554665 13554721  (1517702) + repeat5973 Unspecified      1     57    (0) 15893  
  338    2.3  0.0  0.0  seq_file  13554694 13554737  (1517686) + repeat3331 Unspecified      2     45    (0) 15894 *
  348    6.4  0.0  0.0  seq_file  13554704 13554750  (1517673) + repeat7138 Unspecified      1     47    (0) 15895 *
  410    5.7  0.0  0.0  seq_file  13554723 13554775  (1517648) + repeat6737 Unspecified      1     53    (1) 15896  
  302    5.3  0.0  0.0  seq_file  13554747 13554784  (1517639) C repeat3111 Unspecified    (0)     38      1 15897 *
  335   10.8  0.0 15.2  seq_file  13554756 13554831  (1517592) C repeat3326 Unspecified    (0)     66      1 15898 *
  356    2.4  0.0  0.0  seq_file  13554757 13554797  (1517626) + repeat1163 Unspecified      1     41    (0) 15899  
 1074    0.0  0.0  0.0  seq_file  13554822 13554941  (1517482) + repeat5992 Unspecified      1    120    (0) 15900  
  298   17.0  0.0 13.6  seq_file  13554938 13555012  (1517411) + repeat3326 Unspecified      1     66    (0) 15901 *
  318    2.5  2.5  0.0  seq_file  13554972 13555011  (1517412) C repeat1163 Unspecified    (0)     41      1 15902  
  311    7.5  0.0  0.0  seq_file  13554977 13555016  (1517407) + repeat3056 Unspecified      1     40    (0) 15903 *
  303    0.0  2.7  0.0  seq_file  13554985 13555021  (1517402) + repeat3111 Unspecified      1     38    (0) 15904 *
  410    5.7  0.0  0.0  seq_file  13554993 13555045  (1517378) C repeat6737 Unspecified    (1)     53      1 15905  
  348    6.4  0.0  0.0  seq_file  13555018 13555064  (1517359) C repeat7138 Unspecified    (0)     47      1 15906 *
  342    2.2  0.0  0.0  seq_file  13555031 13555075  (1517348) C repeat3331 Unspecified    (0)     45      1 15907 *
  427    5.5  0.0  0.0  seq_file  13555047 13555101  (1517322) C repeat5973 Unspecified    (0)     57      3 15908  
  342    8.0  0.0  0.0  seq_file  13555061 13555110  (1517313) + repeat3062 Unspecified      1     50    (0) 15909 *
  365    7.4  0.0  0.0  seq_file  13567926 13567979  (1504444) + repeat4132 Unspecified      1     54    (0) 15910  
  302    2.6  0.0  0.0  seq_file  13567952 13567990  (1504433) + repeat5617 Unspecified      1     39    (1) 15911 *
  228   12.2  1.6 19.2  seq_file  13568161 13568221  (1504202) + repeat1505 Unspecified     13     64   (19) 15912 *
  370   16.5  0.0 14.9  seq_file  13568170 13568269  (1504154) + repeat3701 Unspecified      1     87    (0) 15913  
  324   23.1  0.0  2.6  seq_file  13568213 13568292  (1504131) + repeat2821 Unspecified      1     78    (0) 15914 *
  469    0.0  0.0  0.0  seq_file  13568218 13568270  (1504153) + repeat5981 Unspecified      1     53    (0) 15915  
  441   15.0  0.0  5.8  seq_file  13568249 13568340  (1504083) + repeat3701 Unspecified      1     87    (0) 15916 *
  469    0.0  0.0  0.0  seq_file  13568254 13568306  (1504117) + repeat5981 Unspecified      1     53    (0) 15917  
  344   16.4  0.0 13.8  seq_file  13568285 13568383  (1504040) + repeat3701 Unspecified      1     87    (0) 15918 *
  336   19.2  0.0  2.7  seq_file  13568344 13568418  (1504005) + repeat3701 Unspecified     15     87    (0) 15919 *
  419   19.6  0.0  2.3  seq_file  13568365 13568453  (1503970) + repeat3701 Unspecified      1     87    (0) 15920  
  239   24.1  0.0 13.2  seq_file  13568384 13568469  (1503954) + repeat1505 Unspecified      8     83    (0) 15921 *
  351   16.9  1.3  2.6  seq_file  13568398 13568476  (1503947) + repeat2821 Unspecified      1     78    (0) 15922  
  322   22.5  0.0  1.4  seq_file  13568419 13568490  (1503933) + repeat1505 Unspecified      8     78    (5) 15923 *
  508    9.3  0.0 11.5  seq_file  13568434 13568530  (1503893) + repeat3701 Unspecified      1     87    (0) 15924  
  323   12.2  0.0 12.1  seq_file  13568476 13568540  (1503883) + repeat2027 Unspecified      1     58    (0) 15925 *
  338   19.0  0.0  0.0  seq_file  13568497 13568554  (1503869) C repeat2042 Unspecified    (0)     59      2 15926  
  320   22.9  0.0  1.4  seq_file  13568502 13568572  (1503851) C repeat6619 Unspecified    (3)     70      1 15927 *
  507   12.7  0.0  4.6  seq_file  13568511 13568601  (1503822) + repeat3701 Unspecified      1     87    (0) 15928  
  406   18.4  0.0  4.6  seq_file  13568546 13568636  (1503787) + repeat3701 Unspecified      1     87    (0) 15929 *
  246   21.8  2.5  2.5  seq_file  13568582 13568661  (1503762) + repeat3701 Unspecified      1     80    (7) 15930 *
  362    6.8  0.0  0.0  seq_file  13580629 13580672  (1491751) + repeat6513 Unspecified      1     44    (0) 15931  
  339    7.1  0.0  0.0  seq_file  13580639 13580680  (1491743) + repeat5837 Unspecified      1     42    (0) 15932 *
  269   10.8  0.0  0.0  seq_file  13580683 13580719  (1491704) + repeat3374 Unspecified      1     37    (0) 15933 *
  415   13.0  0.0 15.2  seq_file  13580688 13580778  (1491645) + repeat6490 Unspecified     57    135    (4) 15934  
  254    4.9  0.0  4.9  seq_file  13583110 13583152  (1489271) C repeat6753 Unspecified    (0)     41      1 15935 *
  320    2.4  0.0  0.0  seq_file  13583125 13583165  (1489258) + repeat2087 Unspecified      1     41    (0) 15936  
  313    4.9  0.0  0.0  seq_file  13583142 13583182  (1489241) C repeat5146 Unspecified    (0)     41      1 15937 *
  247    8.8  0.0  0.0  seq_file  13583154 13583187  (1489236) + repeat6834 Unspecified      1     34    (0) 15938 *
  246    8.6  0.0  0.0  seq_file  13583158 13583192  (1489231) C repeat2396 Unspecified    (0)     35      1 15939 *
  293   16.0  0.0  0.0  seq_file  13583166 13583215  (1489208) C repeat3062 Unspecified    (0)     50      1 15940 *
  427    7.0  0.0  0.0  seq_file  13583173 13583229  (1489194) + repeat5973 Unspecified      1     57    (0) 15941  
  308    6.8  0.0  0.0  seq_file  13583202 13583245  (1489178) + repeat3331 Unspecified      2     45    (0) 15942 *
  345    8.5  0.0  0.0  seq_file  13583212 13583258  (1489165) + repeat7138 Unspecified      1     47    (0) 15943 *
  419    5.7  0.0  0.0  seq_file  13583231 13583283  (1489140) + repeat6737 Unspecified      1     53    (1) 15944  
  285    5.6  0.0  0.0  seq_file  13583257 13583292  (1489131) + repeat3206 Unspecified      1     36    (0) 15945 *
  313   15.4  0.0 13.6  seq_file  13583264 13583338  (1489085) C repeat3326 Unspecified    (0)     66      1 15946 *
 1074    0.0  0.0  0.0  seq_file  13583329 13583448  (1488975) + repeat5992 Unspecified      1    120    (0) 15947  
  288   13.9  0.0 15.2  seq_file  13583445 13583520  (1488903) + repeat3326 Unspecified      1     66    (0) 15948 *
  297    2.6  0.0  0.0  seq_file  13583462 13583499  (1488924) C repeat6062 Unspecified    (0)     38      1 15949 *
  343    4.9  0.0  0.0  seq_file  13583479 13583519  (1488904) C repeat1163 Unspecified    (0)     41      1 15950  
  296    5.0  0.0  2.5  seq_file  13583484 13583524  (1488899) + repeat3056 Unspecified      1     40    (0) 15951 *
  302    5.3  0.0  0.0  seq_file  13583492 13583529  (1488894) + repeat3111 Unspecified      1     38    (0) 15952 *
  410    5.7  0.0  0.0  seq_file  13583501 13583553  (1488870) C repeat6737 Unspecified    (1)     53      1 15953  
  348    6.4  0.0  0.0  seq_file  13583526 13583572  (1488851) C repeat7138 Unspecified    (0)     47      1 15954 *
  338    2.3  0.0  0.0  seq_file  13583539 13583582  (1488841) C repeat3331 Unspecified    (0)     45      2 15955 *
  466    3.5  0.0  0.0  seq_file  13583555 13583611  (1488812) C repeat5973 Unspecified    (0)     57      1 15956  
  331   12.0  0.0  0.0  seq_file  13583569 13583618  (1488805) + repeat3062 Unspecified      1     50    (0) 15957 *
  270    5.7  0.0  0.0  seq_file  13583592 13583626  (1488797) + repeat2396 Unspecified      1     35    (0) 15958 *
  270    5.9  0.0  0.0  seq_file  13583597 13583630  (1488793) C repeat6834 Unspecified    (0)     34      1 15959 *
  313    4.9  0.0  0.0  seq_file  13583602 13583642  (1488781) + repeat5146 Unspecified      1     41    (0) 15960 *
  320    2.4  0.0  0.0  seq_file  13583619 13583659  (1488764) C repeat2087 Unspecified    (0)     41      1 15961  
  288    7.3  0.0  0.0  seq_file  13583632 13583672  (1488751) + repeat6753 Unspecified      1     41    (0) 15962 *
  302    9.5  0.0  0.0  seq_file  13583992 13584033  (1488390) C repeat3608 Unspecified    (1)     42      1 15963  
  242   11.8  0.0  0.0  seq_file  13584007 13584040  (1488383) C repeat6004 Unspecified    (0)     34      1 15964 *
  316    9.3  0.0  0.0  seq_file  13584026 13584068  (1488355) + repeat3149 Unspecified      1     43    (0) 15965  
  282    2.9  0.0  0.0  seq_file  13584040 13584073  (1488350) + repeat3597 Unspecified      1     34    (0) 15966 *
  335    5.6  3.7  0.0  seq_file  13584045 13584098  (1488325) + repeat3598 Unspecified      1     56    (0) 15967  
  234    5.7  0.0  0.0  seq_file  13584083 13584117  (1488306) C repeat2346 Unspecified    (1)     38      4 15968 *
